,COST,JNJ,MSFT,PG,V
2015-03-24,565.22,392.22,342.92,240.54,407.05
2015-03-25,557.6,396.51,341.52,240.57,416.52
2015-03-26,558.77,394.11,330.15,238.87,408.91
2015-03-27,557.2,388.48,344.35,231.35,393.67
2015-03-28,552.7679117951689,384.25005565736257,351.92930593388667,230.49629964885048,382.70172161658263
2015-03-29,547.9946180566332,382.40115002224377,348.4925076889628,236.20836054540226,379.68000041003944
2015-03-30,555.73,384.91,347.34,233.93,397.3
2015-03-31,571.82,390.0,349.28,227.34,429.07
2015-04-01,563.84,387.71,347.99,242.25,429.0
2015-04-02,559.84,389.53,353.52,230.16,424.21
2015-04-03,573.88,385.38,359.63,236.97,428.21
2015-04-04,579.5405604521259,384.65884280098373,362.06315025320237,242.5324627712833,425.31371314829215
2015-04-05,573.5971421017542,388.25663175276145,360.9202550816059,242.191731383188,414.7074468269952
2015-04-06,565.37,389.66,359.75,238.46,408.99
2015-04-07,558.34,387.98,358.79,233.12,411.47
2015-04-08,561.75,384.97,356.48,233.36,428.27
2015-04-09,564.53,383.92,354.75,234.2,447.84
2015-04-10,569.33,383.52,348.82,232.43,439.76
2015-04-11,573.2573878250955,384.67355220795423,344.8749178360707,227.66233260983677,437.46494339827336
2015-04-12,575.4430587940693,386.87520911816307,343.88231141114755,221.79553298175435,444.4250123457563
2015-04-13,574.5,385.84,344.37,226.24,442.05
2015-04-14,570.16,382.42,345.6,238.33,431.28
2015-04-15,565.8,384.23,344.41,235.24,429.06
2015-04-16,576.24,383.51,340.64,238.02,407.66
2015-04-17,568.5,385.9,342.26,239.67,422.81
2015-04-18,558.9396872151706,388.0016242120454,343.30382860098,235.74931112872997,434.4868220885037
2015-04-19,552.5079175385224,388.6762428035523,342.8246739943871,228.49477615108069,434.5659845844548
2015-04-20,555.8,385.86,342.68,233.91,426.27
2015-04-21,566.26,381.62,344.06,249.48,413.69
2015-04-22,565.59,386.91,349.95,245.64,415.5
2015-04-23,569.11,384.86,349.76,231.11,418.12
2015-04-24,564.99,382.64,353.34,232.23,413.56
2015-04-25,559.2514671704175,381.5121566085784,352.3939873510642,232.3211105471417,412.91815807525677
2015-04-26,554.3550132791307,381.3469092145888,347.0931238884582,228.88939232017475,417.2268835036638
2015-04-27,556.22,381.9,349.08,228.38,420.35
2015-04-28,562.79,383.62,357.03,232.32,421.52
2015-04-29,562.5,387.51,354.89,240.3,419.74
2015-04-30,581.95,384.75,358.58,237.28,404.87
2015-05-01,572.63,385.78,359.56,238.5,401.02
2015-05-02,571.3295617281478,384.8158017786594,356.6941055588552,239.81682043773338,400.9666586429621
2015-05-03,582.057204973839,381.7445955932822,351.04313761764547,239.84145631992072,403.81262135652076
2015-05-04,581.56,383.96,348.07,237.65,416.17
2015-05-05,571.01,390.28,347.86,235.31,435.35
2015-05-06,574.95,388.17,344.87,243.1,436.28
2015-05-07,568.4,385.8,337.26,246.31,409.03
2015-05-08,570.32,379.66,338.43,249.64,396.55
2015-05-09,573.9733621905046,376.267076432039,343.5149943868814,251.5600194168564,396.5521578313899
2015-05-10,576.3018651608008,377.08311938678236,349.5413593870939,251.65978107874392,405.0844674147962
2015-05-11,570.12,383.24,346.07,250.38,408.55
2015-05-12,558.59,393.44,335.94,247.69,407.05
2015-05-13,563.15,398.17,343.84,244.28,409.28
2015-05-14,561.2,394.34,354.41,245.81,392.31
2015-05-15,556.43,392.22,349.12,242.12,393.41
2015-05-16,551.5357739558314,388.18980020998464,346.52141797793684,238.7636640401543,397.80099299095997
2015-05-17,548.1846891333573,382.6588454926125,349.1833762501096,237.07960292404766,401.84956323864157
2015-05-18,555.05,383.67,350.74,237.42,406.29
2015-05-19,570.4,390.39,351.52,239.54,413.54
2015-05-20,575.8,390.68,357.7,241.42,431.58
2015-05-21,572.27,388.59,357.47,241.74,433.03
2015-05-22,564.14,389.39,349.66,241.11,440.36
2015-05-23,558.7624385541396,391.2036765076758,348.28994379712634,238.31491735168612,445.5693477544872
2015-05-24,557.364358581757,393.0354164880393,353.79770658215404,234.12387793760007,446.1513599768912
2015-05-25,560.38,391.59,354.56,234.54,440.14
2015-05-26,565.85,387.92,351.7,239.24,425.99
2015-05-27,564.32,390.59,358.87,240.47,400.57
2015-05-28,567.59,394.41,354.09,239.86,387.89
2015-05-29,564.44,395.72,351.3,246.24,391.4
2015-05-30,561.5951059819004,396.8730395709495,349.7033444484158,247.75096013887062,400.3730743427067
2015-05-31,560.308549400561,397.9558002037949,348.30707386009226,244.03010767078442,411.57281136514115
2015-06-01,558.79,396.62,345.17,246.58,416.49
2015-06-02,558.13,392.14,340.37,255.3,414.95
2015-06-03,564.84,384.35,337.4,256.39,413.25
2015-06-04,569.09,384.11,340.88,243.8,407.04
2015-06-05,568.16,392.08,339.73,248.18,403.38
2015-06-06,566.6774439034941,395.7302851218617,341.05222085008904,249.03903753319977,402.9117423601824
2015-06-07,565.2755442912461,393.5767248853516,345.53634643206635,243.25541451762703,404.4940897587562
2015-06-08,562.84,389.4,347.93,238.72,402.03
2015-06-09,560.63,384.92,346.36,236.89,398.83
2015-06-10,564.9,386.78,338.38,238.9,416.27
2015-06-11,563.75,394.01,341.55,244.66,429.55
2015-06-12,561.67,392.41,343.1,244.49,427.33
2015-06-13,560.0159317804853,390.2143611711602,339.12220361466154,246.00469709434967,425.80865753514945
2015-06-14,558.7772810384074,389.11038150691627,332.012543440559,249.72541196891942,426.4490450758549
2015-06-15,557.68,388.3,337.37,249.24,420.21
2015-06-16,558.74,387.53,352.27,244.05,406.51
2015-06-17,569.15,386.42,348.21,236.96,392.73
2015-06-18,564.85,386.88,347.28,229.14,389.99
2015-06-19,567.1,388.89,351.64,241.08,393.94
2015-06-20,561.6489573271658,390.807680321625,355.09675698853164,248.9029841217346,394.7677686279164
2015-06-21,549.7253184708611,391.8404338803257,356.7819457117328,249.2983492731901,391.96331164764666
2015-06-22,557.89,388.86,357.43,250.58,391.5
2015-06-23,583.23,386.11,355.96,252.13,394.19
2015-06-24,583.62,403.26,349.86,246.51,398.93
2015-06-25,567.79,397.33,361.06,254.69,404.04
2015-06-26,563.11,393.15,365.04,255.45,402.17
2015-06-27,561.7326084562955,391.0087490563541,365.4470844769901,252.3617623354931,401.0016834205565
2015-06-28,561.3643580232288,390.1083269448057,363.8778418260042,247.57158031485017,401.26400090688
2015-06-29,560.68,391.15,361.15,245.86,398.17
2015-06-30,559.23,393.39,357.28,247.91,392.24
2015-07-01,556.75,392.05,353.32,251.63,390.35
2015-07-02,557.71,388.91,358.59,249.21,390.06
2015-07-03,553.68,386.46,366.87,244.82,401.33
2015-07-04,555.5772313976747,385.8693311249615,371.7783399571894,245.43092754031088,404.7497549112695
2015-07-05,563.8173365243841,387.2797701259493,372.14567475466015,250.7625768194796,399.77505975108164
2015-07-06,568.03,390.7,366.15,252.92,404.99
2015-07-07,566.9,395.18,356.81,252.12,418.77
2015-07-08,564.71,395.89,359.55,257.36,413.84
2015-07-09,570.8,396.57,352.92,266.5,396.05
2015-07-10,575.43,395.01,346.62,266.49,390.23
2015-07-11,575.6712672210087,393.0722432034664,345.8861721785015,267.1101627062649,390.8645409026179
2015-07-12,572.197013021122,391.2780118539532,350.1799366339612,269.9573504556688,395.2063171872514
2015-07-13,570.08,390.31,353.32,272.35,396.52
2015-07-14,568.61,390.51,353.48,272.47,397.35
2015-07-15,560.74,392.73,348.36,265.46,412.82
2015-07-16,560.0,393.64,351.16,266.89,410.5
2015-07-17,573.12,391.09,357.96,262.68,412.42
2015-07-18,579.053078294942,391.43167161638127,360.67137146652783,262.83843906797694,411.0193522062348
2015-07-19,575.6760827826877,394.7364837603026,358.81952083380685,268.06255570603247,405.64600600327367
2015-07-20,572.66,394.62,356.78,269.25,405.12
2015-07-21,569.85,390.92,355.42,264.35,406.6
2015-07-22,560.05,388.4,355.37,254.02,390.72
2015-07-23,559.7,385.63,354.0,256.49,389.56
2015-07-24,559.58,389.77,344.56,252.35,393.5
2015-07-25,561.5290845396119,393.28480554828764,343.2161439017732,255.79414305207806,397.53878586207225
2015-07-26,565.9907221608025,394.35577615445857,350.5144897060227,267.1728655543703,401.0682416709913
2015-07-27,571.57,391.16,351.98,270.0,402.82
2015-07-28,577.04,384.65,348.33,263.89,402.37
2015-07-29,576.74,383.63,355.44,262.26,397.66
2015-07-30,572.01,392.5,358.16,264.01,389.8
2015-07-31,567.17,388.55,351.08,272.69,407.97
2015-08-01,568.8330167481436,383.7915597492424,349.2245038369648,276.60122244458324,421.37890362677814
2015-08-02,575.3496861991484,381.0097448059838,353.0975605961926,274.49605706796507,424.1755277213554
2015-08-03,570.71,380.45,349.84,271.66,418.06
2015-08-04,556.77,382.39,341.15,269.78,406.57
2015-08-05,557.9,387.25,347.85,271.9,406.68
2015-08-06,561.94,389.37,357.02,269.6,405.97
2015-08-07,565.2,388.84,349.77,269.77,401.25
2015-08-08,563.2002679313143,388.5158622514119,345.34514388134147,271.0414330463938,401.4800174484072
2015-08-09,557.8093996862079,388.61929431081853,346.58219409845395,272.2848931993834,406.5828717122191
2015-08-10,564.69,387.73,347.85,269.62,406.77
2015-08-11,581.35,386.29,347.52,264.81,402.57
2015-08-12,580.68,387.3,344.57,270.19,402.74
2015-08-13,577.73,387.25,352.36,274.76,393.45
2015-08-14,571.92,396.07,349.23,273.53,417.08
2015-08-15,569.57852535859,401.31601151483665,349.54577557195876,272.45957633501564,430.14465954161057
2015-08-16,571.1376405116966,400.9934113983723,355.0116860780213,272.0257931316944,425.1760456596279
2015-08-17,571.98,397.82,356.83,268.47,410.08
2015-08-18,569.95,391.91,354.98,261.89,391.82
2015-08-19,560.74,386.27,358.36,255.43,398.04
2015-08-20,565.11,401.5,366.23,247.05,398.43
2015-08-21,574.67,392.81,360.65,257.68,395.14
2015-08-22,581.7303232333156,386.5707437835929,356.35182565313505,264.59114375563394,388.3862986900924
2015-08-23,585.208098522877,387.669104045607,355.819450467156,264.3857595692094,381.16422183567414
2015-08-24,584.39,389.76,355.69,263.85,392.66
2015-08-25,579.65,390.78,354.96,262.57,414.6
2015-08-26,573.84,385.97,352.72,253.61,392.54
2015-08-27,568.07,382.76,356.28,250.31,393.77
2015-08-28,568.95,385.73,352.68,257.58,390.11
2015-08-29,573.0673849990424,387.48949360777505,349.503371330596,259.9598221227461,390.12995681123647
2015-08-30,579.09930883759,386.9334857202809,348.3180330777594,256.2025217660504,395.00450650291845
2015-08-31,583.77,385.6,348.21,255.17,395.67
2015-09-01,585.23,383.86,346.49,255.7,394.36
2015-09-02,578.47,384.33,333.56,248.55,408.98
2015-09-03,577.21,395.03,338.53,262.87,415.8
2015-09-04,573.95,397.57,351.99,262.74,411.36
2015-09-05,571.4484152926078,398.3882709143113,357.054367159199,264.9723195582436,406.35150101651124
2015-09-06,570.5712959174191,398.7265695704026,353.2789802073979,271.3732568283031,402.484444740164
2015-09-07,571.91,395.93,352.79,268.2,399.21
2015-09-08,576.67,390.15,356.78,259.16,396.5
2015-09-09,586.48,385.83,359.58,271.93,394.29
2015-09-10,576.48,387.3,357.42,267.6,390.93
2015-09-11,566.45,386.9,356.56,265.99,390.43
2015-09-12,561.3063468730664,387.40838274856895,355.0690663691674,262.39924817037587,386.1835497616734
2015-09-13,560.9188787423357,389.1975318896076,352.5879384439629,257.21185934656813,379.89508322361957
2015-09-14,563.7,390.18,350.14,262.39,389.35
2015-09-15,569.49,390.22,348.11,275.71,411.78
2015-09-16,576.95,389.91,346.73,274.03,415.12
2015-09-17,578.57,386.25,342.48,267.24,408.4
2015-09-18,592.99,383.58,347.52,263.85,400.09
2015-09-19,597.0561651145774,381.5918346575766,350.684592289811,262.2771344220475,399.665187233744
2015-09-20,588.922362033322,380.4834380317018,350.089658300877,262.15150668841875,405.85025415501354
2015-09-21,584.86,382.62,348.18,263.97,402.3
2015-09-22,586.29,386.82,346.19,265.32,389.19
2015-09-23,584.02,388.08,348.8,257.02,384.33
2015-09-24,572.8,404.03,353.69,264.66,391.81
2015-09-25,576.09,399.02,353.03,258.39,402.93
2015-09-26,578.1340253815755,394.9283843937774,352.62703639990104,257.4967934299521,407.69525100412073
2015-09-27,576.1309672920108,395.7893321235775,353.66053381669144,263.4522670171821,406.21909551218243
2015-09-28,573.75,396.43,355.94,259.14,407.9
2015-09-29,573.55,395.81,358.73,249.55,412.13
2015-09-30,582.42,392.09,356.3,269.62,407.4
2015-10-01,577.07,383.86,342.58,262.33,401.82
2015-10-02,573.88,387.73,336.87,261.37,402.29
2015-10-03,576.2465547666734,389.422514157932,335.074042457224,266.85441881101843,403.8370407502193
2015-10-04,582.581248930682,386.9919978816424,336.05608328987637,276.15083968966525,405.4726075080427
2015-10-05,583.49,386.43,340.78,281.2,407.3
2015-10-06,578.7,389.05,348.9,282.89,409.56
2015-10-07,575.17,393.83,355.7,289.81,410.25
2015-10-08,570.33,387.36,351.4,280.25,399.37
2015-10-09,568.49,387.54,340.82,276.65,423.62
2015-10-10,567.8198861360261,388.230581695511,335.2547871703009,272.660284217576,438.84910165543573
2015-10-11,567.5443851092903,387.9333032742554,335.94601970389976,266.3428155825724,437.8344234469561
2015-10-12,565.77,387.54,339.84,257.27,431.23
2015-10-13,566.49,386.84,345.69,247.09,420.58
2015-10-14,586.34,384.62,347.71,246.44,405.14
2015-10-15,581.33,385.87,340.29,255.22,393.73
2015-10-16,582.81,389.24,340.33,253.52,411.6
2015-10-17,588.970395662144,391.6870101820307,342.4505675237249,250.96547632704437,424.9455781164673
2015-10-18,595.129174833118,392.91669914190965,344.7098459272171,250.61262202857372,426.97208991171937
2015-10-19,582.01,393.9,344.12,257.43,415.9
2015-10-20,559.14,393.98,343.19,270.45,399.52
2015-10-21,585.58,388.82,355.78,278.26,414.76
2015-10-22,581.33,382.82,360.16,277.64,409.14
2015-10-23,592.52,385.45,356.18,281.19,420.11
2015-10-24,596.6545961241554,388.31922231149287,355.70644996396095,284.1272302118482,426.6867277751799
2015-10-25,590.1190282524066,389.4998243341543,359.8355362098489,285.4814416102338,424.72340464954283
2015-10-26,585.25,387.58,363.63,286.62,419.33
2015-10-27,582.63,383.93,363.69,283.98,416.74
2015-10-28,576.59,387.4,351.84,264.78,438.73
2015-10-29,581.33,393.27,362.31,275.25,435.34
2015-10-30,581.05,392.5,363.71,271.12,438.73
2015-10-31,579.6126848839219,392.48486179686427,365.8518532958366,268.56673335583633,433.8959894541759
2015-11-01,578.4024333552081,393.85374488284003,369.89236955379016,270.40638589282145,420.1341643025069
2015-11-02,578.5,391.36,366.05,267.6,415.97
2015-11-03,579.91,384.88,356.34,260.5,419.63
2015-11-04,581.9,380.15,359.61,259.4,408.86
2015-11-05,585.77,383.04,360.27,259.88,414.54
2015-11-06,589.03,381.95,351.32,255.81,411.65
2015-11-07,590.5056783131878,379.307728669368,346.8110660540332,254.7546583554849,409.23959559561587
2015-11-08,590.087021461308,376.9932286240588,347.61736261756977,256.8935627156876,408.6859744343317
2015-11-09,587.84,381.59,343.85,254.62,403.47
2015-11-10,584.24,390.52,336.27,250.18,395.28
2015-11-11,580.82,386.77,340.69,259.13,402.44
2015-11-12,572.71,392.99,359.67,256.41,427.34
2015-11-13,571.02,392.36,352.83,261.89,417.08
2015-11-14,573.4267488966219,390.43452348905583,349.5648003678143,267.476808339741,409.4140183729797
2015-11-15,578.2769625248097,388.6205993010544,354.25338661899514,271.0794301671929,410.2947546107898
2015-11-16,580.16,385.9,355.78,272.83,407.25
2015-11-17,578.88,382.3,352.81,272.76,404.9
2015-11-18,577.36,379.36,349.27,272.58,431.69
2015-11-19,571.44,380.2,350.44,280.28,428.69
2015-11-20,574.93,387.82,355.06,285.67,415.79
2015-11-21,573.2600884021996,390.8497273113693,355.9138374401046,285.66861238076945,412.66218147307444
2015-11-22,566.1225826832974,388.66512672297,353.48495508722294,281.6513111550786,420.21736920399053
2015-11-23,569.25,389.67,357.74,283.01,429.11
2015-11-24,582.49,393.31,368.1,289.69,436.97
2015-11-25,589.44,389.74,370.9,290.74,435.5
2015-11-26,588.39,388.24,365.82,280.44,412.22
2015-11-27,579.44,389.61,369.98,276.47,412.49
2015-11-28,575.7062947214328,389.91628403520735,373.10430782160915,277.21800027339486,418.6453972075151
2015-11-29,578.2842129833274,388.6690905984977,372.8130935895648,280.67644510120186,425.5145914654393
2015-11-30,580.23,386.79,368.37,279.7,428.6
2015-12-01,581.0,385.3,361.36,277.07,427.46
2015-12-02,581.87,387.91,360.83,291.29,423.8
2015-12-03,573.03,387.47,360.91,296.42,416.99
2015-12-04,573.94,387.83,358.89,299.23,407.91
2015-12-05,575.356523625995,388.03756905044594,359.07460126153705,299.99073163618243,405.61187722797627
2015-12-06,575.6201064025406,387.9592543390264,361.4247994958395,298.0166201679407,409.58051656678583
2015-12-07,578.03,388.69,361.02,290.99,407.59
2015-12-08,582.57,390.27,357.93,285.89,403.09
2015-12-09,583.74,390.75,356.44,311.53,419.65
2015-12-10,572.45,384.79,351.44,298.35,415.54
2015-12-11,569.09,379.97,345.3,313.8,429.39
2015-12-12,565.1970533374225,380.2129177838023,347.18415086423266,317.6411966532009,437.27463045884997
2015-12-13,560.3008138216545,384.9265611659813,357.1895722253827,304.0141532247732,435.73804211831214
2015-12-14,564.14,388.01,367.06,293.35,436.88
2015-12-15,574.1,388.99,374.0,290.44,439.78
2015-12-16,571.58,391.86,371.65,298.86,430.07
2015-12-17,585.83,398.8,370.54,294.4,423.54
2015-12-18,583.11,396.22,367.26,289.3,418.98
2015-12-19,581.3268888602543,394.6160973198216,363.1021831176836,285.77999490311646,417.6488892007628
2015-12-20,583.22525322863,395.7054683174547,358.79547237032426,284.22581734573185,419.8774351077741
2015-12-21,579.9,396.54,356.43,287.58,425.59
2015-12-22,573.88,395.73,355.79,294.68,434.18
2015-12-23,583.5,389.83,354.12,295.08,439.09
2015-12-24,581.3,388.3,354.39,289.58,427.68
2015-12-25,579.38,385.7,355.8,305.86,429.03
2015-12-26,580.2083126793729,383.54096338665215,358.22395773827316,316.42862024915337,428.54259323928613
2015-12-27,583.2882782478446,382.60669907452416,360.62094270374826,316.2687239594568,423.8401840320781
2015-12-28,586.16,384.78,356.63,308.39,421.17
2015-12-29,585.74,389.5,348.06,294.97,419.13
2015-12-30,571.34,391.13,350.25,288.97,408.81
2015-12-31,571.22,387.8,355.94,301.18,417.41
2016-01-01,580.85,386.46,367.7,290.17,422.68
2016-01-02,582.3269726962928,384.3500569253588,372.9415863306629,281.1214360228023,426.4616502298441
2016-01-03,575.2940066819444,381.87825915712284,370.4292455298829,278.8468289028145,428.6054224441173
2016-01-04,574.33,385.59,366.46,278.72,421.52
2016-01-05,580.04,394.33,362.83,280.54,410.13
2016-01-06,581.73,394.86,363.34,285.64,422.97
2016-01-07,581.18,387.41,364.47,283.71,421.19
2016-01-08,588.58,379.33,364.29,282.98,431.45
2016-01-09,590.8429671436622,376.7711759576697,362.01119336677976,287.8212380981265,434.798171799719
2016-01-10,586.7709057503071,379.3580619955318,358.25423916729665,296.81149429750906,430.8181073249887
2016-01-11,584.34,379.73,357.34,298.69,442.55
2016-01-12,584.22,379.4,357.5,296.46,464.64
2016-01-13,582.89,389.85,347.6,313.12,452.44
2016-01-14,583.56,387.26,347.91,317.84,454.17
2016-01-15,591.58,385.58,359.27,317.07,449.41
2016-01-16,592.7161810896079,386.91934567664566,364.8539514849102,317.8881255664478,451.2518775606153
2016-01-17,585.9574485295393,390.3416343968184,362.80813163996436,319.3998235611394,458.76761495085935
2016-01-18,580.72,391.3,358.81,311.14,447.62
2016-01-19,577.07,389.65,354.09,294.71,424.85
2016-01-20,570.59,387.69,351.19,289.88,442.75
2016-01-21,581.58,380.4,354.83,296.12,434.58
2016-01-22,581.82,380.57,361.72,300.52,431.99
2016-01-23,577.6374176119435,380.21138832058546,367.5471324065695,299.4538582724042,433.89222804740484
2016-01-24,572.6611731801527,378.14031530581036,371.6045685370634,292.96805332870304,437.92915568034573
2016-01-25,576.53,377.9,373.38,282.91,438.95
2016-01-26,587.02,380.06,371.85,271.66,438.26
2016-01-27,584.32,383.27,363.94,269.2,444.65
2016-01-28,582.63,381.55,362.51,268.3,438.57
2016-01-29,579.75,381.87,361.38,291.99,435.98
2016-01-30,578.2911262783057,384.82960224914655,361.4900319000383,303.7344223796784,437.5795999969615
2016-01-31,578.5422350852017,388.9926243905925,362.2305291999743,298.75055543508904,442.2685186108304
2016-02-01,578.63,386.53,357.48,290.29,446.18
2016-02-02,578.82,377.87,348.73,281.08,447.76
2016-02-03,583.27,373.29,349.67,277.7,447.6
2016-02-04,592.79,373.44,353.96,294.11,469.0
2016-02-05,587.93,375.75,356.85,293.2,454.68
2016-02-06,584.8197862438412,377.9605008881887,357.85667123065366,289.2492289419143,447.61859900104446
2016-02-07,585.5354316882016,379.8362485291719,357.09671551441085,286.6063523977358,452.9326151524177
2016-02-08,582.49,381.87,355.19,289.72,446.26
2016-02-09,578.25,382.45,352.43,297.79,429.85
2016-02-10,589.57,376.24,351.71,302.08,435.34
2016-02-11,587.68,385.63,360.4,305.39,433.67
2016-02-12,592.92,387.68,362.04,314.1,430.55
2016-02-13,597.1550643804107,386.5303799846979,364.0448950437269,319.24842558845774,429.26653714970007
2016-02-14,597.7993209892745,384.03852447718594,366.5724059595763,318.17817769861324,429.80806123287636
2016-02-15,592.26,382.33,359.82,305.17,430.77
2016-02-16,582.85,383.76,347.46,287.44,432.82
2016-02-17,583.96,395.52,355.38,302.9,439.83
2016-02-18,583.81,393.4,355.67,300.06,443.99
2016-02-19,570.23,388.87,357.07,306.79,446.67
2016-02-20,554.3615437850578,386.0524308866595,361.0120939567103,313.1539603851051,447.14436103531744
2016-02-21,541.8735662356748,385.0366333390464,366.679876781971,316.1168856586533,445.2196231161077
2016-02-22,553.59,384.91,370.22,314.37,440.98
2016-02-23,584.99,384.81,370.64,309.61,434.98
2016-02-24,589.96,381.37,367.55,311.03,433.19
2016-02-25,578.19,379.38,368.35,308.11,448.11
2016-02-26,586.59,380.3,361.7,306.51,456.67
2016-02-27,592.1966054787489,383.14764475049026,357.45914676531265,307.0573373171828,458.28485978770084
2016-02-28,591.2418268107917,386.92926911032856,357.5989253793595,309.02680008063925,454.4525147330104
2016-02-29,590.75,386.79,361.57,308.58,450.34
2016-03-01,589.97,383.21,368.52,305.99,446.44
2016-03-02,582.53,383.47,374.37,305.54,442.79
2016-03-03,592.18,386.09,379.28,300.95,450.65
