,COST,JNJ,MSFT,PG,V
2015-03-01,557.0495811793877,385.2998301757675,341.6407919775872,217.1807497492819,420.09543861526487
2015-03-02,557.0871016244635,384.89399961164577,342.2889450207036,221.7947078755889,411.11156367812725
2015-03-03,558.8249711371244,386.872799728152,343.40226151449247,222.47429551291225,408.98409457468904
2015-03-04,559.978479795987,388.39595980970637,344.0315830601447,220.18400685903856,414.5658662022823
2015-03-05,560.3869358571909,388.4181718667944,344.1301081421013,223.071804801327,421.3561063415975
2015-03-06,558.0028551000336,388.1427203067561,344.9190756994709,225.5822633609289,423.10627443911824
2015-03-07,558.0028551000336,388.1427203067561,344.9190756994709,225.5822633609289,423.10627443911824
2015-03-08,558.0028551000336,388.1427203067561,344.9190756994709,225.5822633609289,423.10627443911824
2015-03-09,554.6469351466742,388.21610119007363,343.9723840822994,225.3899165362342,420.0800188687676
2015-03-10,557.3448546026718,388.17827083305156,342.5706688576096,223.47594157536395,418.8110132081373
2015-03-11,559.5483982218702,385.36178958313604,342.6874682003267,222.94015910275476,416.1647092456961
2015-03-12,561.6728787553092,384.62025270819515,342.9312277402287,221.92611137192833,416.91929647198725
2015-03-13,562.4850151287164,384.9411768957366,344.10085941816004,221.90027796034983,415.94150753039105
2015-03-14,562.4850151287164,384.9411768957366,344.10085941816004,221.90027796034983,415.94150753039105
2015-03-15,562.4850151287164,384.9411768957366,344.10085941816004,221.90027796034983,415.94150753039105
2015-03-16,562.2167343532655,388.80376932385326,345.02425315774326,223.11321203794708,409.88948224405
2015-03-17,561.7977140472858,390.01163852669725,348.30497721042025,222.70124842656293,412.328637570835
2015-03-18,563.1813998331,389.288146968688,347.74248404729417,225.19687389859405,415.3650462995845
2015-03-19,563.89197988317,389.7657028780816,349.2687388331059,224.4148117290158,412.8795324097091
2015-03-20,564.650385918219,390.1929920146571,350.2681171831741,226.29436821031106,410.30867268679634
2015-03-21,564.650385918219,390.1929920146571,350.2681171831741,226.29436821031106,410.30867268679634
2015-03-22,564.650385918219,390.1929920146571,350.2681171831741,226.29436821031106,410.30867268679634
2015-03-23,566.9316988646176,389.8603363313023,347.035714142813,227.80399423971494,413.26263566340765
2015-03-24,566.4181892052324,390.56823543191155,345.80099989996904,231.62479596780042,411.3988449643853
2015-03-25,563.7727324436627,392.35076480233806,344.5166999299783,234.30835717746027,412.9351914750697
2015-03-26,562.2719127105638,392.87853536163664,340.2066899509848,235.67685002422218,411.7276340325488
2015-03-27,560.7503388973946,391.5589747531456,341.44968296568936,234.3787950169555,406.31034382278415
2015-03-28,560.7503388973946,391.5589747531456,341.44968296568936,234.3787950169555,406.31034382278415
2015-03-29,560.7503388973946,391.5589747531456,341.44968296568936,234.3787950169555,406.31034382278415
2015-03-30,558.4080345906787,388.4568092384587,344.1978868697223,234.16940387374143,402.10645090391125
2015-03-31,562.4316242134751,388.91976646692103,345.7225208088056,232.120582711619,410.19551563273785
2015-04-01,562.8541369494326,388.5568365268447,346.4027645661639,235.15940789813328,415.8368609429165
2015-04-02,561.9498958646028,388.84878556879124,348.5379351963147,233.6595855286933,418.3488026600415
2015-04-03,565.528927105222,387.80814989815383,351.8655546374203,234.6527098700853,421.30716186202903
2015-04-04,565.528927105222,387.80814989815383,351.8655546374203,234.6527098700853,421.30716186202903
2015-04-05,565.528927105222,387.80814989815383,351.8655546374203,234.6527098700853,421.30716186202903
2015-04-06,565.4547776004528,388.6721546113014,355.5441450087639,236.42905052167848,415.5604300445971
2015-04-07,563.320344320317,388.4645082279109,356.5179015061347,235.4363353651749,414.33330103121796
2015-04-08,562.8492410242219,387.4161557595376,356.50653105429427,234.81343475562244,418.51431072185255
2015-04-09,563.3534687169553,386.3673090316763,355.979571738006,234.6294043289357,427.31201750529675
2015-04-10,565.1464281018687,385.5131163221734,353.8317002166042,233.96958303025497,431.04641225370773
2015-04-11,565.1464281018687,385.5131163221734,353.8317002166042,233.96958303025497,431.04641225370773
2015-04-12,565.1464281018687,385.5131163221734,353.8317002166042,233.96958303025497,431.04641225370773
2015-04-13,569.5104585364556,385.66562814697585,349.41722111087904,230.36324569110022,436.18027900936505
2015-04-14,569.7053209755189,384.6919397028831,348.2720547776153,232.75327198377013,434.71019530655553
2015-04-15,568.5337246828632,384.5533577920181,347.1134383443307,233.49929038863908,433.01513671458883
2015-04-16,570.8456072780042,384.24035045441263,345.17140684103146,234.85550327204734,425.4085957002122
2015-04-17,570.1419250946029,384.7382453180888,344.29798478872203,236.29985229043314,424.62901699014844
2015-04-18,570.1419250946029,384.7382453180888,344.29798478872203,236.29985229043314,424.62901699014844
2015-04-19,570.1419250946029,384.7382453180888,344.29798478872203,236.29985229043314,424.62901699014844
2015-04-20,563.450513697432,385.26161453204423,343.5430929743883,235.1848356697023,425.3946389232051
2015-04-21,564.2933595882024,384.1691301724309,343.6981650820718,239.47338496879158,421.8832472462435
2015-04-22,564.6823517117416,384.9913911207017,345.5737155574502,241.32336947815406,419.96827307237044
2015-04-23,566.0106461982191,384.9519737844912,346.82960089021515,238.25935863470784,419.4137911506593
2015-04-24,565.7044523387533,384.2583816491438,348.78272062315057,236.45055104429548,417.65765380546145
2015-04-25,565.7044523387533,384.2583816491438,348.78272062315057,236.45055104429548,417.65765380546145
2015-04-26,565.7044523387533,384.2583816491438,348.78272062315057,236.45055104429548,417.65765380546145
2015-04-27,561.2793579349803,383.15804806478434,348.92142017689054,232.68513065037848,418.91380288533946
2015-04-28,561.7325505544861,383.29663364534906,351.3539941238233,232.5755914552649,419.6956620197376
2015-04-29,561.9627853881402,384.5606435517443,352.4147958866763,234.89291401868545,419.70896341381626
2015-04-30,567.9589497716981,384.617450486221,354.26435712067337,235.6090398130798,415.25727438967135
2015-05-01,569.3602648401886,384.96621534035467,355.85304998447134,236.47632786915585,410.9860920727699
2015-05-02,569.3602648401886,384.96621534035467,355.85304998447134,236.47632786915585,410.9860920727699
2015-05-03,569.3602648401886,384.96621534035467,355.85304998447134,236.47632786915585,410.9860920727699
2015-05-04,575.0522097047973,384.49675250659664,352.2217669435049,237.02391984311114,413.4047116344636
2015-05-05,573.8395467933581,386.2317267546176,350.9132368604534,236.5097438901778,419.9882981441244
2015-05-06,574.1726827553507,386.8132087282323,349.1002658023174,238.48682072312442,424.8758087008871
2015-05-07,572.4408779287455,386.5092461097626,345.5481860616221,240.8337745061871,420.12206609062093
2015-05-08,571.8046145501219,384.4544722768338,343.41273024313546,243.47564215433096,413.05044626343465
2015-05-09,571.8046145501219,384.4544722768338,343.41273024313546,243.47564215433096,413.05044626343465
2015-05-10,571.8046145501219,384.4544722768338,343.41273024313546,243.47564215433096,413.05044626343465
2015-05-11,571.0186357553528,383.8878444649363,344.65251395551394,246.69695996724028,410.95070461642
2015-05-12,567.2900450287469,386.75349112545535,342.03875976885973,246.99487197706816,409.780493231494
2015-05-13,566.0480315201228,390.17844378781876,342.57913183820176,246.1804103839477,409.63034526204575
2015-05-14,564.5936220640859,391.4269106514731,346.12839228674125,246.0692872687634,404.434241683432
2015-05-15,562.1445354448601,391.66483745603114,347.02587460071885,244.88450108813436,401.1269691784024
2015-05-16,562.1445354448601,391.66483745603114,347.02587460071885,244.88450108813436,401.1269691784024
2015-05-17,562.1445354448601,391.66483745603114,347.02587460071885,244.88450108813436,401.1269691784024
2015-05-18,558.8344878034013,387.93474221993574,348.7587480373975,241.40184117143096,403.5358482553531
2015-05-19,562.3041414623809,388.67131955395496,349.5871236261782,240.84328882000165,406.53709377874713
2015-05-20,566.3528990236666,389.27392368776844,352.02098653832473,241.01630217400114,414.04996564512294
2015-05-21,568.1280293165667,389.0687465814379,353.6556905768273,241.2334115218008,419.74397595158604
2015-05-22,566.9316205215966,389.16512260700654,352.4569834037791,241.19638806526055,425.92878316611024
2015-05-23,566.9316205215966,389.16512260700654,352.4569834037791,241.19638806526055,425.92878316611024
2015-05-24,566.9316205215966,389.16512260700654,352.4569834037791,241.19638806526055,425.92878316611024
2015-05-25,563.8748768878812,390.29648064417296,353.438173106526,238.0907637735371,432.55921092686754
2015-05-26,564.4674138215169,389.5835364509211,352.9167211745682,238.43553464147595,430.58844764880723
2015-05-27,564.4231896750618,389.88547551564477,354.7027048221977,239.04587424903315,421.58291335416504
2015-05-28,565.3732327725432,391.24283286095135,354.51889337553837,239.2901119743232,411.4750393479155
2015-05-29,565.0932629407803,392.58598300266596,353.55322536287684,241.37507838202623,405.4525275435408
2015-05-30,565.0932629407803,392.58598300266596,353.55322536287684,241.37507838202623,405.4525275435408
2015-05-31,565.0932629407803,392.58598300266596,353.55322536287684,241.37507838202623,405.4525275435408
2015-06-01,562.152393761567,394.4681060185294,349.641922705236,243.8035021540202,410.6022036507535
2015-06-02,560.9456756330969,393.76967421297053,346.8603458936652,247.25245150781413,411.9065425555274
2015-06-03,562.1139729431678,390.94377194907935,344.02224212556564,249.99371605546986,412.3095797888691
2015-06-04,564.2067810602175,388.8936403643555,343.0795694878959,248.13560123882888,410.72870585220835
2015-06-05,565.3927467421522,389.84954825504883,342.0746986415271,248.1489208671802,408.5240940965458
2015-06-06,565.3927467421522,389.84954825504883,342.0746986415271,248.1489208671802,408.5240940965458
2015-06-07,565.3927467421522,389.84954825504883,342.0746986415271,248.1489208671802,408.5240940965458
2015-06-08,564.201729599624,389.6398056788207,344.8065655272843,243.7497353926016,405.4941901634762
2015-06-09,563.1302107197367,388.2238639751745,345.272595869099,241.69181477482113,403.4949331144333
2015-06-10,563.6611475038156,387.79070478262213,343.2048171083693,240.85427034237478,407.32745318010325
2015-06-11,563.6878032526708,389.65649334783546,342.7083719758585,241.99598923966232,413.99421722607224
2015-06-12,563.0824622768696,390.48254534348484,342.8258603831009,242.74419246776358,417.99495205825053
2015-06-13,563.0824622768696,390.48254534348484,342.8258603831009,242.74419246776358,417.99495205825053
2015-06-14,563.0824622768696,390.48254534348484,342.8258603831009,242.74419246776358,417.99495205825053
2015-06-15,560.5618733452042,389.4642504709414,340.2803578715453,245.77489582650534,419.0284114400932
2015-06-16,560.0153113416429,388.88397532965894,343.8772505100817,245.25742707855375,415.2728880080652
2015-06-17,562.75571793915,388.1447827307612,345.17707535705716,242.7681989549876,408.51002160564565
2015-06-18,563.384002557405,387.7653479115328,345.80795274994,238.67973926849132,402.95401512395193
2015-06-19,564.4988017901835,388.1027435380729,347.557566924958,239.3998174879439,400.24981058676633
2015-06-20,564.4988017901835,388.1027435380729,347.557566924958,239.3998174879439,400.24981058676633
2015-06-21,564.4988017901835,388.1027435380729,347.557566924958,239.3998174879439,400.24981058676633
2015-06-22,561.4153794930528,388.4560513741198,352.1636787795655,244.61607682482855,396.16747283244297
2015-06-23,567.9597656451369,387.7522359618838,353.3025751456958,246.87025377737996,395.57423098271005
2015-06-24,572.6578359515959,392.40456517331864,352.26980260198707,246.76217764416594,396.580961687897
2015-06-25,571.1974851661171,393.88219562132304,354.9068618213909,249.14052435091617,398.81867318152786
2015-06-26,568.771239616282,393.6625369349261,357.9468032749736,251.03336704564128,399.8240712270695
2015-06-27,568.771239616282,393.6625369349261,357.9468032749736,251.03336704564128,399.8240712270695
2015-06-28,568.771239616282,393.6625369349261,357.9468032749736,251.03336704564128,399.8240712270695
2015-06-29,564.9961667004428,392.49028020012383,359.44129630375727,248.6196654691368,399.0523428163061
2015-06-30,563.26631669031,392.76019614008663,358.79290741263003,248.40676582839575,397.00863997141425
2015-07-01,561.311421683217,392.54713729806065,357.151035188841,249.373736079877,395.01104797999
2015-07-02,560.2309951782519,391.4559961086424,357.5827246321887,249.3246152559139,393.52573358599295
2015-07-03,558.2656966247763,389.95719727604967,360.36890724253203,247.9732306791397,395.867013510195
2015-07-04,558.2656966247763,389.95719727604967,360.36890724253203,247.9732306791397,395.867013510195
2015-07-05,558.2656966247763,389.95719727604967,360.36890724253203,247.9732306791397,395.867013510195
2015-07-06,562.821359163761,390.3037615329472,363.0661511418173,250.28121014454885,400.1234613281445
2015-07-07,564.0449514146327,391.76663307306296,361.18930579927206,250.83284710118417,405.7174229297011
2015-07-08,564.2444659902428,393.00364315114405,360.6975140594904,252.7909929708289,408.15419605079074
2015-07-09,566.2111261931699,394.0735502058008,358.3642598416433,256.90369507958025,404.5229372355535
2015-07-10,568.9767883352189,394.35448514406056,354.84098188915027,259.77958655570615,400.23505606488743
2015-07-11,568.9767883352189,394.35448514406056,354.84098188915027,259.77958655570615,400.23505606488743
2015-07-12,568.9767883352189,394.35448514406056,354.84098188915027,259.77958655570615,400.23505606488743
2015-07-13,569.4915060637326,392.4674780784024,354.1313480372917,265.6444761875695,398.50174841408455
2015-07-14,569.2270542446128,391.88023465488163,353.9359436261042,267.69213333129863,398.1562238898591
2015-07-15,566.6809379712289,392.13516425841715,352.2631605382729,267.022493331909,402.55535672290137
2015-07-16,564.6766565798603,392.58661498089197,351.932212376791,266.98274533233626,404.93874970603093
2015-07-17,567.2096596059022,392.13763048662435,353.7405486637537,265.69192173263536,407.1831247942216
2015-07-18,567.2096596059022,392.13763048662435,353.7405486637537,265.69192173263536,407.1831247942216
2015-07-19,567.2096596059022,392.13763048662435,353.7405486637537,265.69192173263536,407.1831247942216
2015-07-20,569.7525866949057,393.29581221914793,355.1586441550039,267.3519893534898,406.22054712973255
2015-07-21,569.781810686434,392.58306855340356,355.23705090850274,266.4513925474429,406.3343829908128
2015-07-22,566.8622674805038,391.32814798738247,355.27693563595193,262.72197478321,401.65006809356896
2015-07-23,564.7135872363526,389.6187035911677,354.8938549451663,260.852382348247,398.02304766549827
2015-07-24,563.1735110654469,389.6640925138173,351.7936984616164,258.3016676437729,396.6661333658488
2015-07-25,563.1735110654469,389.6640925138173,351.7936984616164,258.3016676437729,396.6661333658488
2015-07-26,563.1735110654469,389.6640925138173,351.7936984616164,258.3016676437729,396.6661333658488
2015-07-27,567.091002014694,390.36202757735515,351.88061986366165,263.759676519151,399.5372997581433
2015-07-28,570.0757014102858,388.64841930414855,350.8154339045631,263.7987735634057,400.3871098307003
2015-07-29,572.0749909872,387.142893512904,352.2028037331942,263.33714149438396,399.5689768814902
2015-07-30,572.0554936910399,388.75002545903277,353.9899626132359,263.53899904606874,396.6382838170431
2015-07-31,570.5898455837279,388.6900178213229,353.1169738292651,266.2842993322481,400.03779867193015
2015-08-01,570.5898455837279,388.6900178213229,353.1169738292651,266.2842993322481,400.03779867193015
2015-08-02,570.5898455837279,388.6900178213229,353.1169738292651,266.2842993322481,400.03779867193015
2015-08-03,570.6459051869653,384.84553050188765,351.5880591344291,268.7924022876534,408.4462907379036
2015-08-04,566.4831336308756,384.10887135132134,348.45664139410036,269.08868160135734,407.8834035165325
2015-08-05,563.9081935416128,385.05120994592494,348.27464897587026,269.9320771209501,407.52238246157276
2015-08-06,563.3177354791289,386.3468469621474,350.89825428310917,269.83245398466505,407.05666772310093
2015-08-07,563.8824148353903,387.09479287350314,350.5597779981764,269.8137177892655,405.31466740617066
2015-08-08,563.8824148353903,387.09479287350314,350.5597779981764,269.8137177892655,405.31466740617066
2015-08-09,563.8824148353903,387.09479287350314,350.5597779981764,269.8137177892655,405.31466740617066
2015-08-10,564.2592041812424,387.39115700717196,349.29549588394167,269.7233362390639,405.9936717267753
2015-08-11,569.3864429268697,387.06080990502034,348.7628471187591,268.2493353673447,404.9665702087427
2015-08-12,572.7745100488087,387.1325669335142,347.50499298313133,268.8315347571413,404.2985991461199
2015-08-13,574.261157034166,387.16779685345995,348.9614950881919,270.6100743299989,401.0440194022839
2015-08-14,573.5588099239162,389.83845779742194,349.0420465617343,271.4860520309992,405.8548135815987
2015-08-15,573.5588099239162,389.83845779742194,349.0420465617343,271.4860520309992,405.8548135815987
2015-08-16,573.5588099239162,389.83845779742194,349.0420465617343,271.4860520309992,405.8548135815987
2015-08-17,572.8221956514826,393.56234996036665,352.67561737274474,270.0788737894755,407.8261291733878
2015-08-18,571.9605369560378,393.06664497225665,353.3669321609213,267.6222116526328,403.02429042137146
2015-08-19,568.5943758692265,391.0276514805796,354.86485251264486,263.96454815684297,401.52900329496003
2015-08-20,567.5490631084585,394.1693560364057,358.27439675885137,258.89018370979005,400.599302306472
2015-08-21,569.6853441759209,393.7615492254839,358.98707773119594,258.527128596853,398.96151161453037
2015-08-22,569.6853441759209,393.7615492254839,358.98707773119594,258.527128596853,398.96151161453037
2015-08-23,569.6853441759209,393.7615492254839,358.98707773119594,258.527128596853,398.96151161453037
2015-08-24,576.5459923053513,391.89457447020374,357.4487832998448,261.01058337281586,396.02145953932177
2015-08-25,577.477194613746,391.56020212914257,356.70214830989136,261.4784083609711,401.5950216775252
2015-08-26,576.3860362296222,389.8831414903998,355.50750381692393,259.11788585267976,398.87851517426765
2015-08-27,573.8912253607355,387.74619904327983,355.7392526718467,256.4755200968758,397.34596062198733
2015-08-28,572.4088577525148,387.14133933029586,354.8214768702927,256.806864067813,395.1751724353911
2015-08-29,572.4088577525148,387.14133933029586,354.8214768702927,256.806864067813,395.1751724353911
2015-08-30,572.4088577525148,387.14133933029586,354.8214768702927,256.806864067813,395.1751724353911
2015-08-31,577.7095462039076,386.422207449909,351.7368064797985,256.04316388065297,395.4060406614917
2015-09-01,579.9656823427352,385.6535452149363,350.1627645358589,255.94021471645704,395.0922284630442
2015-09-02,579.5169776399147,385.2564816504554,345.1819351751012,253.72315030151992,399.2585599241309
2015-09-03,578.8248843479403,388.1885371553187,343.18635462257083,256.4672052110639,404.2209919468916
2015-09-04,577.3624190435582,391.00297600872307,345.8274482357996,258.34904364774474,406.36269436282413
2015-09-05,577.3624190435582,391.00297600872307,345.8274482357996,258.34904364774474,406.36269436282413
2015-09-06,577.3624190435582,391.00297600872307,345.8274482357996,258.34904364774474,406.36269436282413
2015-09-07,574.8185221336554,393.30174303420216,349.0759171771062,262.9451352584392,403.0255119229373
2015-09-08,575.3739654935587,392.3562201239415,351.3871420239743,261.8095946809074,401.0678583460561
2015-09-09,578.7057758454911,390.398354086759,353.844999416782,264.8457162766352,399.03450084223925
2015-09-10,578.0380430918437,389.4688478607313,354.9174995917474,265.6720013936446,396.60315058956746
2015-09-11,574.5616301642906,388.69819350251186,355.41024971422314,265.76740097555125,394.75120541269723
2015-09-12,574.5616301642906,388.69819350251186,355.41024971422314,265.76740097555125,394.75120541269723
2015-09-13,574.5616301642906,388.69819350251186,355.41024971422314,265.76740097555125,394.75120541269723
2015-09-14,569.4939955619777,389.38954956665873,352.95134627057314,264.1916306914683,392.23120288733304
2015-09-15,569.4927968933844,389.63868469666113,351.4989423894012,267.64714148402777,398.0958420211331
2015-09-16,571.7299578253691,389.72007928766277,350.0682596725808,269.5619990388194,403.2030894147931
2015-09-17,573.7819704777584,388.6790555013639,347.79178177080655,268.8653993271736,404.76216259035516
2015-09-18,579.5443793344308,387.14933885095473,347.7102472395646,267.3607795290215,403.3605138132486
2015-09-19,579.5443793344308,387.14933885095473,347.7102472395646,267.3607795290215,403.3605138132486
2015-09-20,579.5443793344308,387.14933885095473,347.7102472395646,267.3607795290215,403.3605138132486
2015-09-21,582.0244511846186,385.03611699203344,347.92941649015654,265.778767307083,402.8657173218418
2015-09-22,583.304115829233,385.5712818944234,347.40759154310956,265.6411371149581,398.7630021252893
2015-09-23,583.5188810804631,386.32389732609636,347.82531408017667,263.05479598047066,394.43310148770246
2015-09-24,580.3032167563241,391.63572812826743,349.5847198561237,263.53635718632944,393.6461710413917
2015-09-25,579.0392517294268,393.85100968978713,350.61830389928656,261.99245003043063,396.43131972897413
2015-09-26,579.0392517294268,393.85100968978713,350.61830389928656,261.99245003043063,396.43131972897413
2015-09-27,579.0392517294268,393.85100968978713,350.61830389928656,261.99245003043063,396.43131972897413
2015-09-28,576.5714826488233,395.05427110979315,353.1012103226366,260.66160242680826,401.7821814417389
2015-09-29,575.6650378541763,395.28098977685517,354.7898472258456,257.32812169876576,404.8865270092172
2015-09-30,577.6915264979233,394.32369284379854,355.2428930580919,261.015685189136,405.640568906452
2015-10-01,577.5050685485463,391.18458499065895,351.4440251406643,261.40997963239516,404.4943982345164
2015-10-02,576.4175479839823,390.14820949346125,347.071817598465,261.3979857426766,403.8330787641615
2015-10-03,576.4175479839823,390.14820949346125,347.071817598465,261.3979857426766,403.8330787641615
2015-10-04,576.4175479839823,390.14820949346125,347.071817598465,261.3979857426766,403.8330787641615
2015-10-05,579.7172923149393,388.4134305696069,344.13628839233826,270.6368726434496,405.4506158881919
2015-10-06,579.4121046204575,388.6044013987248,345.5654018746368,274.3128108504147,406.6834311217343
2015-10-07,578.1394732343202,390.17208097910736,348.6057813122457,278.9619675952903,407.753401785214
2015-10-08,575.7966312640242,389.32845668537516,349.444046918572,279.3483773167032,405.23838124964976
2015-10-09,573.6046418848169,388.7919196797626,346.85683284300035,278.5388641216922,410.75286687475483
2015-10-10,573.6046418848169,388.7919196797626,346.85683284300035,278.5388641216922,410.75286687475483
2015-10-11,573.6046418848169,388.7919196797626,346.85683284300035,278.5388641216922,410.75286687475483
2015-10-12,569.9492879727717,388.2078202957365,343.5830383594854,268.61559936818105,420.30673925045244
2015-10-13,568.9115015809402,387.7974742070155,344.21512685163975,262.1579195577267,420.38871747531664
2015-10-14,574.1400511066581,386.8442319449108,345.2635887961478,257.4425436904087,415.8141022327216
2015-10-15,576.2970357746607,386.5519623614375,343.77151215730345,256.77578058328606,409.1888715629051
2015-10-16,578.2509250422625,387.35837365300625,342.7390585101124,255.79904640830023,409.9122100940336
2015-10-17,578.2509250422625,387.35837365300625,342.7390585101124,255.79904640830023,409.9122100940336
2015-10-18,578.2509250422625,387.35837365300625,342.7390585101124,255.79904640830023,409.9122100940336
2015-10-19,580.004770279154,390.41045437477624,343.38335469513,256.5599889860762,412.70589123212056
2015-10-20,573.7453391954077,391.48131806234335,343.32534828659095,260.7269922902533,408.7501238624844
2015-10-21,577.2957374367854,390.68292264364027,347.06174380061367,265.9868946031773,410.55308670373904
2015-10-22,578.5060162057498,388.32404585054815,350.9912206604296,269.4828262222241,410.12916069261735
2015-10-23,582.7102113440249,387.46183209538367,352.5478544623007,272.9949783555569,413.12341248483216
2015-10-24,582.7102113440249,387.46183209538367,352.5478544623007,272.9949783555569,413.12341248483216
2015-10-25,582.7102113440249,387.46183209538367,352.5478544623007,272.9949783555569,413.12341248483216
2015-10-26,583.8951827231734,387.5169648658112,357.7183733756907,279.35190913834526,416.0191764887985
2015-10-27,583.5156279062214,386.4408754060678,359.5098613629835,280.74033639684166,416.2354235421589
