,0,1,2,3,4
121,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
122,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
123,581.56,383.96,348.07,237.65,416.17
124,571.01,390.28,347.86,235.31,435.35
125,574.95,388.17,344.87,243.1,436.28
126,568.4,385.8,337.26,246.31,409.03
127,570.32,379.66,338.43,249.64,396.55
128,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
129,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
130,570.12,383.24,346.07,250.38,408.55
131,558.59,393.44,335.94,247.69,407.05
132,563.15,398.17,343.84,244.28,409.28
133,561.2,394.34,354.41,245.81,392.31
134,556.43,392.22,349.12,242.12,393.41
135,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
136,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
137,555.05,383.67,350.74,237.42,406.29
138,570.4,390.39,351.52,239.54,413.54
139,575.8,390.68,357.7,241.42,431.58
140,572.27,388.59,357.47,241.74,433.03
141,564.14,389.39,349.66,241.11,440.36
142,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
143,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
144,560.38,391.59,354.56,234.54,440.14
145,565.85,387.92,351.7,239.24,425.99
146,564.32,390.59,358.87,240.47,400.57
147,567.59,394.41,354.09,239.86,387.89
148,564.44,395.72,351.3,246.24,391.4
149,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
150,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
151,558.79,396.62,345.17,246.58,416.49
152,558.13,392.14,340.37,255.3,414.95
153,564.84,384.35,337.4,256.39,413.25
154,569.09,384.11,340.88,243.8,407.04
155,568.16,392.08,339.73,248.18,403.38
156,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
157,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
158,562.84,389.4,347.93,238.72,402.03
159,560.63,384.92,346.36,236.89,398.83
160,564.9,386.78,338.38,238.9,416.27
161,563.75,394.01,341.55,244.66,429.55
162,561.67,392.41,343.1,244.49,427.33
163,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
164,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
165,557.68,388.3,337.37,249.24,420.21
166,558.74,387.53,352.27,244.05,406.51
167,569.15,386.42,348.21,236.96,392.73
168,564.85,386.88,347.28,229.14,389.99
169,567.1,388.89,351.64,241.08,393.94
170,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
171,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
172,557.89,388.86,357.43,250.58,391.5
173,583.23,386.11,355.96,252.13,394.19
174,583.62,403.26,349.86,246.51,398.93
175,567.79,397.33,361.06,254.69,404.04
176,563.11,393.15,365.04,255.45,402.17
177,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
178,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
179,560.68,391.15,361.15,245.86,398.17
180,559.23,393.39,357.28,247.91,392.24
181,556.75,392.05,353.32,251.63,390.35
182,557.71,388.91,358.59,249.21,390.06
183,553.68,386.46,366.87,244.82,401.33
184,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
185,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
186,568.03,390.7,366.15,252.92,404.99
187,566.9,395.18,356.81,252.12,418.77
188,564.71,395.89,359.55,257.36,413.84
189,570.8,396.57,352.92,266.5,396.05
190,575.43,395.01,346.62,266.49,390.23
191,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
192,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
193,570.08,390.31,353.32,272.35,396.52
194,568.61,390.51,353.48,272.47,397.35
195,560.74,392.73,348.36,265.46,412.82
196,560.0,393.64,351.16,266.89,410.5
197,573.12,391.09,357.96,262.68,412.42
198,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
199,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
200,572.66,394.62,356.78,269.25,405.12
201,569.85,390.92,355.42,264.35,406.6
202,560.05,388.4,355.37,254.02,390.72
203,559.7,385.63,354.0,256.49,389.56
204,559.58,389.77,344.56,252.35,393.5
205,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
206,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
207,571.57,391.16,351.98,270.0,402.82
208,577.04,384.65,348.33,263.89,402.37
209,576.74,383.63,355.44,262.26,397.66
210,572.01,392.5,358.16,264.01,389.8
211,567.17,388.55,351.08,272.69,407.97
212,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
213,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
214,570.71,380.45,349.84,271.66,418.06
215,556.77,382.39,341.15,269.78,406.57
216,557.9,387.25,347.85,271.9,406.68
217,561.94,389.37,357.02,269.6,405.97
218,565.2,388.84,349.77,269.77,401.25
219,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
220,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
221,564.69,387.73,347.85,269.62,406.77
222,581.35,386.29,347.52,264.81,402.57
223,580.68,387.3,344.57,270.19,402.74
224,577.73,387.25,352.36,274.76,393.45
225,571.92,396.07,349.23,273.53,417.08
226,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
227,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
228,571.98,397.82,356.83,268.47,410.08
229,569.95,391.91,354.98,261.89,391.82
230,560.74,386.27,358.36,255.43,398.04
231,565.11,401.5,366.23,247.05,398.43
232,574.67,392.81,360.65,257.68,395.14
233,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
234,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
235,584.39,389.76,355.69,263.85,392.66
236,579.65,390.78,354.96,262.57,414.6
237,573.84,385.97,352.72,253.61,392.54
238,568.07,382.76,356.28,250.31,393.77
239,568.95,385.73,352.68,257.58,390.11
240,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
241,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
242,583.77,385.6,348.21,255.17,395.67
243,585.23,383.86,346.49,255.7,394.36
244,578.47,384.33,333.56,248.55,408.98
245,577.21,395.03,338.53,262.87,415.8
246,573.95,397.57,351.99,262.74,411.36
247,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
248,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
249,571.91,395.93,352.79,268.2,399.21
250,576.67,390.15,356.78,259.16,396.5
251,586.48,385.83,359.58,271.93,394.29
252,576.48,387.3,357.42,267.6,390.93
253,566.45,386.9,356.56,265.99,390.43
254,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
255,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
256,563.7,390.18,350.14,262.39,389.35
257,569.49,390.22,348.11,275.71,411.78
258,576.95,389.91,346.73,274.03,415.12
259,578.57,386.25,342.48,267.24,408.4
260,592.99,383.58,347.52,263.85,400.09
261,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
262,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
263,584.86,382.62,348.18,263.97,402.3
264,586.29,386.82,346.19,265.32,389.19
265,584.02,388.08,348.8,257.02,384.33
266,572.8,404.03,353.69,264.66,391.81
267,576.09,399.02,353.03,258.39,402.93
268,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
269,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
270,573.75,396.43,355.94,259.14,407.9
271,573.55,395.81,358.73,249.55,412.13
272,582.42,392.09,356.3,269.62,407.4
273,577.07,383.86,342.58,262.33,401.82
274,573.88,387.73,336.87,261.37,402.29
275,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
276,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
277,583.49,386.43,340.78,281.2,407.3
278,578.7,389.05,348.9,282.89,409.56
279,575.17,393.83,355.7,289.81,410.25
280,570.33,387.36,351.4,280.25,399.37
281,568.49,387.54,340.82,276.65,423.62
282,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
283,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
284,565.77,387.54,339.84,257.27,431.23
285,566.49,386.84,345.69,247.09,420.58
286,586.34,384.62,347.71,246.44,405.14
287,581.33,385.87,340.29,255.22,393.73
288,582.81,389.24,340.33,253.52,411.6
289,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
290,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
291,582.01,393.9,344.12,257.43,415.9
292,559.14,393.98,343.19,270.45,399.52
293,585.58,388.82,355.78,278.26,414.76
294,581.33,382.82,360.16,277.64,409.14
295,592.52,385.45,356.18,281.19,420.11
296,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
297,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
298,585.25,387.58,363.63,286.62,419.33
299,582.63,383.93,363.69,283.98,416.74
300,576.59,387.4,351.84,264.78,438.73
301,581.33,393.27,362.31,275.25,435.34
302,581.05,392.5,363.71,271.12,438.73
303,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
304,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
305,578.5,391.36,366.05,267.6,415.97
306,579.91,384.88,356.34,260.5,419.63
307,581.9,380.15,359.61,259.4,408.86
308,585.77,383.04,360.27,259.88,414.54
309,589.03,381.95,351.32,255.81,411.65
310,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
311,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
312,587.84,381.59,343.85,254.62,403.47
313,584.24,390.52,336.27,250.18,395.28
314,580.82,386.77,340.69,259.13,402.44
315,572.71,392.99,359.67,256.41,427.34
316,571.02,392.36,352.83,261.89,417.08
317,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
318,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
319,580.16,385.9,355.78,272.83,407.25
320,578.88,382.3,352.81,272.76,404.9
321,577.36,379.36,349.27,272.58,431.69
322,571.44,380.2,350.44,280.28,428.69
323,574.93,387.82,355.06,285.67,415.79
324,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
325,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
326,569.25,389.67,357.74,283.01,429.11
327,582.49,393.31,368.1,289.69,436.97
328,589.44,389.74,370.9,290.74,435.5
329,588.39,388.24,365.82,280.44,412.22
330,579.44,389.61,369.98,276.47,412.49
331,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
332,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
333,580.23,386.79,368.37,279.7,428.6
334,581.0,385.3,361.36,277.07,427.46
335,581.87,387.91,360.83,291.29,423.8
336,573.03,387.47,360.91,296.42,416.99
337,573.94,387.83,358.89,299.23,407.91
338,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
339,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
340,578.03,388.69,361.02,290.99,407.59
341,582.57,390.27,357.93,285.89,403.09
342,583.74,390.75,356.44,311.53,419.65
343,572.45,384.79,351.44,298.35,415.54
344,569.09,379.97,345.3,313.8,429.39
345,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
346,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
347,564.14,388.01,367.06,293.35,436.88
348,574.1,388.99,374.0,290.44,439.78
349,571.58,391.86,371.65,298.86,430.07
350,585.83,398.8,370.54,294.4,423.54
351,583.11,396.22,367.26,289.3,418.98
352,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
353,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
354,579.9,396.54,356.43,287.58,425.59
355,573.88,395.73,355.79,294.68,434.18
356,583.5,389.83,354.12,295.08,439.09
357,581.3,388.3,354.39,289.58,427.68
358,579.38,385.7,355.8,305.86,429.03
359,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
360,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
361,586.16,384.78,356.63,308.39,421.17
362,585.74,389.5,348.06,294.97,419.13
363,571.34,391.13,350.25,288.97,408.81
364,571.22,387.8,355.94,301.18,417.41
365,580.85,386.46,367.7,290.17,422.68
366,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
367,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
368,574.33,385.59,366.46,278.72,421.52
369,580.04,394.33,362.83,280.54,410.13
370,581.73,394.86,363.34,285.64,422.97
371,581.18,387.41,364.47,283.71,421.19
372,588.58,379.33,364.29,282.98,431.45
373,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
374,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
375,584.34,379.73,357.34,298.69,442.55
376,584.22,379.4,357.5,296.46,464.64
377,582.89,389.85,347.6,313.12,452.43999999999994
378,583.56,387.26,347.91,317.84,454.17
379,591.58,385.58,359.27,317.07,449.41
380,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
381,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
382,580.72,391.3,358.81,311.14,447.62
383,577.07,389.65,354.09,294.71,424.85
384,570.59,387.69,351.19,289.88,442.75
385,581.58,380.4,354.83,296.12,434.58
386,581.82,380.57,361.72,300.52,431.99
387,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
388,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
389,576.53,377.9,373.38,282.91,438.95
390,587.02,380.06,371.85,271.66,438.26
391,584.32,383.27,363.94,269.2,444.65
392,582.63,381.55,362.51,268.3,438.57
393,579.75,381.87,361.38,291.99,435.98
394,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
395,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
396,578.63,386.53,357.48,290.29,446.18
397,578.82,377.87,348.73,281.08,447.76
398,583.27,373.29,349.67,277.7,447.6
399,592.79,373.44,353.96,294.11,469.0
400,587.93,375.75,356.85,293.2,454.68
401,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
402,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
403,582.49,381.87,355.19,289.72,446.26
404,578.25,382.45,352.43,297.79,429.85
405,589.57,376.24,351.71,302.08,435.34
406,587.68,385.63,360.4,305.39,433.67
407,592.92,387.68,362.04,314.1,430.55
408,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
409,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
410,592.26,382.33,359.82,305.17,430.77
411,582.85,383.76,347.46,287.44,432.82
412,583.96,395.52,355.38,302.9,439.83
413,583.81,393.4,355.67,300.06,443.99
414,570.23,388.87,357.07,306.79,446.67
415,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
416,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
417,553.59,384.91,370.22,314.37,440.98
418,584.99,384.81,370.64,309.61,434.98
419,589.96,381.37,367.55,311.03,433.19
420,578.19,379.38,368.35,308.11,448.11
421,586.59,380.3,361.7,306.51,456.67
422,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
423,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
424,590.75,386.79,361.57,308.58,450.34
425,589.97,383.21,368.52,305.99,446.44
426,582.53,383.47,374.37,305.54,442.79
427,592.18,386.09,379.28,300.95,450.65
428,594.44,389.9,373.81,291.39,461.74
429,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
430,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
431,590.55,392.39,358.75,276.81,492.67
432,575.83,391.33,351.09,296.58,468.35
433,578.71,381.48,341.54,298.73,452.98
434,577.68,378.93,348.99,298.35,444.38
435,575.0,381.45,357.08,299.52,436.57
436,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
437,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
438,573.5,378.85,372.36,296.27,444.93
439,578.72,383.16,369.69,293.07,435.7
440,584.61,381.9,364.22,290.32,442.77
441,588.69,378.01,367.85,308.6,422.16
442,591.78,377.39,367.44,305.61,424.18
443,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
444,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
445,588.48,371.25,369.18,312.78,421.05
446,584.41,368.29,370.81,312.87,429.9
447,581.89,382.76,362.66,293.45,447.23
448,576.34,380.73,356.18,279.64,449.84
449,580.98,383.71,366.69,290.06,459.17
450,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
451,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
452,582.17,384.66,372.2,296.74,458.47
453,581.48,380.84,369.59,310.04,453.79
454,578.75,374.68,373.33,311.46,444.15
455,581.59,384.15,362.87,314.82,441.72
456,577.35,382.07,360.79,313.38,468.54
457,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
458,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
459,577.77,379.83,367.57,300.48,447.87
460,592.47,379.14,368.0,295.85,443.32
461,587.36,375.89,353.79,291.22,446.06
462,588.33,380.99,358.22,300.61,434.82
463,575.75,379.43,366.17,301.31,429.76
464,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
465,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
466,582.17,383.96,362.34,290.83,422.49
467,572.69,384.78,362.79,304.2,441.97
468,572.3,385.35,360.78,300.88,433.69
469,570.86,381.43,358.3,313.54,437.87
470,585.48,381.2,361.99,312.93,436.88
471,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
472,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
473,583.02,376.58,361.33,311.55,437.6
474,571.83,376.88,362.01,311.79,427.88
475,568.42,379.76,365.44,310.91,431.2
476,568.94,380.28,366.33,308.37,428.36
477,570.55,374.79,376.33,300.83,434.9
478,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
479,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
480,568.02,366.28,380.45,320.95,437.0
481,573.64,374.87,379.17,304.92,423.86
482,568.73,374.93,373.74,299.72,432.38
483,579.48,373.89,383.88,327.47,421.72
484,577.51,375.41,382.88,319.87,423.84
485,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
486,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
487,574.79,384.34,382.99,313.9,436.6
488,578.21,381.26,383.4,304.67,434.18
489,573.64,374.18,376.28,310.62,432.95
490,572.63,371.49,375.73,322.07,454.49
491,572.14,373.67,364.76,321.47,457.0
492,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
493,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
494,562.04,378.24,364.98,320.97,445.4
495,561.13,383.19,359.28,323.37,445.77
496,561.28,380.12,359.04,323.16,454.4
497,570.18,382.25,364.9,307.69,457.37
498,574.32,381.79,377.72,302.78,447.89
499,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
500,544.3252318896128,328.2088424683787,267.48713300114986,169.51553852050594,308.98949405902647
501,575.43,378.53,384.0,293.81,448.53
502,574.89,377.61,386.36,292.05,443.38
503,573.18,370.64,380.77,297.08,451.98
