,COST,JNJ,MSFT,PG,V
2015-03-28,556.71,387.29,345.3466666666667,232.21,394.88
2015-03-29,556.22,386.1,346.3433333333333,233.07,396.09000000000003
2015-03-30,555.73,384.91,347.34,233.93,397.3
2015-03-31,571.82,390.0,349.28,227.34,429.07
2015-04-01,563.84,387.71,347.99,242.25,429.0
2015-04-02,559.84,389.53,353.52,230.16,424.21
2015-04-03,573.88,385.38,359.63,236.97,428.21
2015-04-04,571.0433333333333,386.8066666666667,359.67,237.46666666666667,421.80333333333334
2015-04-05,568.2066666666667,388.23333333333335,359.71,237.96333333333334,415.39666666666665
2015-04-06,565.37,389.66,359.75,238.46,408.99
2015-04-07,558.34,387.98,358.79,233.12,411.47
2015-04-08,561.75,384.97,356.48,233.36,428.27
2015-04-09,564.53,383.92,354.75,234.2,447.84
2015-04-10,569.33,383.52,348.82,232.43,439.76
2015-04-11,571.0533333333334,384.2933333333333,347.33666666666664,230.36666666666667,440.5233333333333
2015-04-12,572.7766666666666,385.06666666666666,345.85333333333335,228.30333333333334,441.2866666666667
2015-04-13,574.5,385.84,344.37,226.24,442.05
2015-04-14,570.16,382.42,345.6,238.33,431.28
2015-04-15,565.8,384.23,344.41,235.24,429.06
2015-04-16,576.24,383.51,340.64,238.02,407.66
2015-04-17,568.5,385.9,342.26,239.67,422.81
2015-04-18,564.2666666666667,385.88666666666666,342.4,237.75,423.9633333333333
2015-04-19,560.0333333333333,385.87333333333333,342.54,235.82999999999998,425.1166666666667
2015-04-20,555.8,385.86,342.68,233.91,426.27
2015-04-21,566.26,381.62,344.06,249.48,413.69
2015-04-22,565.59,386.91,349.95,245.64,415.5
2015-04-23,569.11,384.86,349.76,231.11,418.12
2015-04-24,564.99,382.64,353.34,232.23,413.56
2015-04-25,562.0666666666667,382.3933333333333,351.91999999999996,230.94666666666666,415.8233333333333
2015-04-26,559.1433333333333,382.14666666666665,350.5,229.66333333333333,418.0866666666667
2015-04-27,556.22,381.9,349.08,228.38,420.35
2015-04-28,562.79,383.62,357.03,232.32,421.52
2015-04-29,562.5,387.51,354.89,240.3,419.74
2015-04-30,581.95,384.75,358.58,237.28,404.87
2015-05-01,572.63,385.78,359.56,238.5,401.02
2015-05-02,575.6066666666667,385.1733333333333,355.73,238.21666666666667,406.07
2015-05-03,578.5833333333333,384.56666666666666,351.9,237.93333333333334,411.12
2015-05-04,581.56,383.96,348.07,237.65,416.17
2015-05-05,571.01,390.28,347.86,235.31,435.35
2015-05-06,574.95,388.17,344.87,243.1,436.28
2015-05-07,568.4,385.8,337.26,246.31,409.03
2015-05-08,570.32,379.66,338.43,249.64,396.55
2015-05-09,570.2533333333333,380.85333333333335,340.9766666666667,249.88666666666666,400.55
2015-05-10,570.1866666666667,382.0466666666667,343.5233333333333,250.13333333333333,404.55
2015-05-11,570.12,383.24,346.07,250.38,408.55
2015-05-12,558.59,393.44,335.94,247.69,407.05
2015-05-13,563.15,398.17,343.84,244.28,409.28
2015-05-14,561.2,394.34,354.41,245.81,392.31
2015-05-15,556.43,392.22,349.12,242.12,393.41
2015-05-16,555.9699999999999,389.37,349.66,240.55333333333334,397.7033333333334
2015-05-17,555.51,386.52000000000004,350.2,238.98666666666665,401.99666666666667
2015-05-18,555.05,383.67,350.74,237.42,406.29
2015-05-19,570.4,390.39,351.52,239.54,413.54
2015-05-20,575.8,390.68,357.7,241.42,431.58
2015-05-21,572.27,388.59,357.47,241.74,433.03
2015-05-22,564.14,389.39,349.66,241.11,440.36
2015-05-23,562.8866666666667,390.12333333333333,351.29333333333335,238.92000000000002,440.2866666666667
2015-05-24,561.6333333333333,390.8566666666666,352.9266666666667,236.73,440.2133333333333
2015-05-25,560.38,391.59,354.56,234.54,440.14
2015-05-26,565.85,387.92,351.7,239.24,425.99
2015-05-27,564.32,390.59,358.87,240.47,400.57
2015-05-28,567.59,394.41,354.09,239.86,387.89
2015-05-29,564.44,395.72,351.3,246.24,391.4
2015-05-30,562.5566666666667,396.02000000000004,349.25666666666666,246.35333333333335,399.7633333333333
2015-05-31,560.6733333333333,396.32,347.21333333333337,246.46666666666667,408.12666666666667
2015-06-01,558.79,396.62,345.17,246.58,416.49
2015-06-02,558.13,392.14,340.37,255.3,414.95
2015-06-03,564.84,384.35,337.4,256.39,413.25
2015-06-04,569.09,384.11,340.88,243.8,407.04
2015-06-05,568.16,392.08,339.73,248.18,403.38
2015-06-06,566.3866666666667,391.18666666666667,342.46333333333337,245.02666666666667,402.93
2015-06-07,564.6133333333333,390.2933333333333,345.19666666666666,241.87333333333333,402.47999999999996
2015-06-08,562.84,389.4,347.93,238.72,402.03
2015-06-09,560.63,384.92,346.36,236.89,398.83
2015-06-10,564.9,386.78,338.38,238.9,416.27
2015-06-11,563.75,394.01,341.55,244.66,429.55
2015-06-12,561.67,392.41,343.1,244.49,427.33
2015-06-13,560.3399999999999,391.04,341.19,246.07333333333335,424.95666666666665
2015-06-14,559.01,389.67,339.28000000000003,247.65666666666667,422.5833333333333
2015-06-15,557.68,388.3,337.37,249.24,420.21
2015-06-16,558.74,387.53,352.27,244.05,406.51
2015-06-17,569.15,386.42,348.21,236.96,392.73
2015-06-18,564.85,386.88,347.28,229.14,389.99
2015-06-19,567.1,388.89,351.64,241.08,393.94
2015-06-20,564.03,388.88,353.57,244.24666666666667,393.12666666666667
2015-06-21,560.96,388.87,355.5,247.41333333333336,392.31333333333333
2015-06-22,557.89,388.86,357.43,250.58,391.5
2015-06-23,583.23,386.11,355.96,252.13,394.19
2015-06-24,583.62,403.26,349.86,246.51,398.93
2015-06-25,567.79,397.33,361.06,254.69,404.04
2015-06-26,563.11,393.15,365.04,255.45,402.17
2015-06-27,562.3,392.4833333333333,363.74333333333334,252.25333333333333,400.8366666666667
2015-06-28,561.49,391.81666666666666,362.44666666666666,249.05666666666667,399.50333333333333
2015-06-29,560.68,391.15,361.15,245.86,398.17
2015-06-30,559.23,393.39,357.28,247.91,392.24
2015-07-01,556.75,392.05,353.32,251.63,390.35
2015-07-02,557.71,388.91,358.59,249.21,390.06
2015-07-03,553.68,386.46,366.87,244.82,401.33
2015-07-04,558.4633333333333,387.87333333333333,366.63,247.51999999999998,402.55
2015-07-05,563.2466666666667,389.28666666666663,366.39,250.22,403.77
2015-07-06,568.03,390.7,366.15,252.92,404.99
2015-07-07,566.9,395.18,356.81,252.12,418.77
2015-07-08,564.71,395.89,359.55,257.36,413.84
2015-07-09,570.8,396.57,352.92,266.5,396.05
2015-07-10,575.43,395.01,346.62,266.49,390.23
2015-07-11,573.6466666666666,393.4433333333333,348.85333333333335,268.4433333333333,392.32666666666665
2015-07-12,571.8633333333333,391.87666666666667,351.08666666666664,270.3966666666667,394.42333333333335
2015-07-13,570.08,390.31,353.32,272.35,396.52
2015-07-14,568.61,390.51,353.48,272.47,397.35
2015-07-15,560.74,392.73,348.36,265.46,412.82
2015-07-16,560.0,393.64,351.16,266.89,410.5
2015-07-17,573.12,391.09,357.96,262.68,412.42
2015-07-18,572.9666666666667,392.26666666666665,357.56666666666666,264.87,409.9866666666667
2015-07-19,572.8133333333333,393.4433333333333,357.1733333333333,267.06,407.55333333333334
2015-07-20,572.66,394.62,356.78,269.25,405.12
2015-07-21,569.85,390.92,355.42,264.35,406.6
2015-07-22,560.05,388.4,355.37,254.02,390.72
2015-07-23,559.7,385.63,354.0,256.49,389.56
2015-07-24,559.58,389.77,344.56,252.35,393.5
2015-07-25,563.5766666666667,390.23333333333335,347.03333333333336,258.23333333333335,396.6066666666667
2015-07-26,567.5733333333334,390.69666666666666,349.50666666666666,264.1166666666667,399.7133333333333
2015-07-27,571.57,391.16,351.98,270.0,402.82
2015-07-28,577.04,384.65,348.33,263.89,402.37
2015-07-29,576.74,383.63,355.44,262.26,397.66
2015-07-30,572.01,392.5,358.16,264.01,389.8
2015-07-31,567.17,388.55,351.08,272.69,407.97
2015-08-01,568.35,385.85,350.66666666666663,272.3466666666667,411.33333333333337
2015-08-02,569.53,383.15,350.25333333333333,272.00333333333333,414.69666666666666
2015-08-03,570.71,380.45,349.84,271.66,418.06
2015-08-04,556.77,382.39,341.15,269.78,406.57
2015-08-05,557.9,387.25,347.85,271.9,406.68
2015-08-06,561.94,389.37,357.02,269.6,405.97
2015-08-07,565.2,388.84,349.77,269.77,401.25
2015-08-08,565.0300000000001,388.46999999999997,349.13,269.71999999999997,403.09
2015-08-09,564.86,388.1,348.49,269.67,404.93
2015-08-10,564.69,387.73,347.85,269.62,406.77
2015-08-11,581.35,386.29,347.52,264.81,402.57
2015-08-12,580.68,387.3,344.57,270.19,402.74
2015-08-13,577.73,387.25,352.36,274.76,393.45
2015-08-14,571.92,396.07,349.23,273.53,417.08
2015-08-15,571.9399999999999,396.6533333333333,351.7633333333333,271.8433333333333,414.74666666666667
2015-08-16,571.96,397.2366666666667,354.2966666666667,270.1566666666667,412.4133333333333
2015-08-17,571.98,397.82,356.83,268.47,410.08
2015-08-18,569.95,391.91,354.98,261.89,391.82
2015-08-19,560.74,386.27,358.36,255.43,398.04
2015-08-20,565.11,401.5,366.23,247.05,398.43
2015-08-21,574.67,392.81,360.65,257.68,395.14
2015-08-22,577.91,391.79333333333335,358.99666666666667,259.7366666666667,394.31333333333333
2015-08-23,581.15,390.77666666666664,357.3433333333333,261.79333333333335,393.4866666666667
2015-08-24,584.39,389.76,355.69,263.85,392.66
2015-08-25,579.65,390.78,354.96,262.57,414.6
2015-08-26,573.84,385.97,352.72,253.61,392.54
2015-08-27,568.07,382.76,356.28,250.31,393.77
2015-08-28,568.95,385.73,352.68,257.58,390.11
2015-08-29,573.89,385.68666666666667,351.19,256.77666666666664,391.96333333333337
2015-08-30,578.83,385.6433333333334,349.7,255.97333333333333,393.81666666666666
2015-08-31,583.77,385.6,348.21,255.17,395.67
2015-09-01,585.23,383.86,346.49,255.7,394.36
2015-09-02,578.47,384.33,333.56,248.55,408.98
2015-09-03,577.21,395.03,338.53,262.87,415.8
2015-09-04,573.95,397.57,351.99,262.74,411.36
2015-09-05,573.27,397.0233333333333,352.25666666666666,264.56,407.31
2015-09-06,572.59,396.4766666666667,352.52333333333337,266.38,403.26
2015-09-07,571.91,395.93,352.79,268.2,399.21
2015-09-08,576.67,390.15,356.78,259.16,396.5
2015-09-09,586.48,385.83,359.58,271.93,394.29
2015-09-10,576.48,387.3,357.42,267.6,390.93
2015-09-11,566.45,386.9,356.56,265.99,390.43
2015-09-12,565.5333333333334,387.99333333333334,354.42,264.79,390.07
2015-09-13,564.6166666666667,389.08666666666664,352.28,263.59,389.71000000000004
2015-09-14,563.7,390.18,350.14,262.39,389.35
2015-09-15,569.49,390.22,348.11,275.71,411.78
2015-09-16,576.95,389.91,346.73,274.03,415.12
2015-09-17,578.57,386.25,342.48,267.24,408.4
2015-09-18,592.99,383.58,347.52,263.85,400.09
2015-09-19,590.28,383.26,347.74,263.89000000000004,400.82666666666665
2015-09-20,587.57,382.94,347.96,263.93,401.56333333333333
2015-09-21,584.86,382.62,348.18,263.97,402.3
2015-09-22,586.29,386.82,346.19,265.32,389.19
2015-09-23,584.02,388.08,348.8,257.02,384.33
2015-09-24,572.8,404.03,353.69,264.66,391.81
2015-09-25,576.09,399.02,353.03,258.39,402.93
2015-09-26,575.3100000000001,398.15666666666664,354.0,258.64,404.58666666666664
2015-09-27,574.53,397.29333333333335,354.96999999999997,258.89,406.24333333333334
2015-09-28,573.75,396.43,355.94,259.14,407.9
2015-09-29,573.55,395.81,358.73,249.55,412.13
2015-09-30,582.42,392.09,356.3,269.62,407.4
2015-10-01,577.07,383.86,342.58,262.33,401.82
2015-10-02,573.88,387.73,336.87,261.37,402.29
2015-10-03,577.0833333333334,387.2966666666667,338.17333333333335,267.98,403.96000000000004
2015-10-04,580.2866666666666,386.86333333333334,339.47666666666663,274.59,405.63
2015-10-05,583.49,386.43,340.78,281.2,407.3
2015-10-06,578.7,389.05,348.9,282.89,409.56
2015-10-07,575.17,393.83,355.7,289.81,410.25
2015-10-08,570.33,387.36,351.4,280.25,399.37
2015-10-09,568.49,387.54,340.82,276.65,423.62
2015-10-10,567.5833333333334,387.54,340.49333333333334,270.19,426.1566666666667
2015-10-11,566.6766666666666,387.54,340.16666666666663,263.72999999999996,428.6933333333333
2015-10-12,565.77,387.54,339.84,257.27,431.23
2015-10-13,566.49,386.84,345.69,247.09,420.58
2015-10-14,586.34,384.62,347.71,246.44,405.14
2015-10-15,581.33,385.87,340.29,255.22,393.73
2015-10-16,582.81,389.24,340.33,253.52,411.6
2015-10-17,582.5433333333333,390.79333333333335,341.5933333333333,254.82333333333335,413.03333333333336
2015-10-18,582.2766666666666,392.34666666666664,342.8566666666667,256.12666666666667,414.46666666666664
2015-10-19,582.01,393.9,344.12,257.43,415.9
2015-10-20,559.14,393.98,343.19,270.45,399.52
2015-10-21,585.58,388.82,355.78,278.26,414.76
2015-10-22,581.33,382.82,360.16,277.64,409.14
2015-10-23,592.52,385.45,356.18,281.19,420.11
2015-10-24,590.0966666666667,386.15999999999997,358.66333333333336,283.0,419.85
2015-10-25,587.6733333333333,386.87,361.14666666666665,284.81,419.59
2015-10-26,585.25,387.58,363.63,286.62,419.33
2015-10-27,582.63,383.93,363.69,283.98,416.74
2015-10-28,576.59,387.4,351.84,264.78,438.73
2015-10-29,581.33,393.27,362.31,275.25,435.34
2015-10-30,581.05,392.5,363.71,271.12,438.73
2015-10-31,580.1999999999999,392.12,364.49,269.94666666666666,431.1433333333334
2015-11-01,579.35,391.74,365.27,268.77333333333337,423.5566666666667
2015-11-02,578.5,391.36,366.05,267.6,415.97
2015-11-03,579.91,384.88,356.34,260.5,419.63
2015-11-04,581.9,380.15,359.61,259.4,408.86
2015-11-05,585.77,383.04,360.27,259.88,414.54
2015-11-06,589.03,381.95,351.32,255.81,411.65
2015-11-07,588.6333333333333,381.83,348.83,255.41333333333333,408.92333333333335
2015-11-08,588.2366666666667,381.71,346.34000000000003,255.01666666666668,406.19666666666666
2015-11-09,587.84,381.59,343.85,254.62,403.47
2015-11-10,584.24,390.52,336.27,250.18,395.28
2015-11-11,580.82,386.77,340.69,259.13,402.44
2015-11-12,572.71,392.99,359.67,256.41,427.34
2015-11-13,571.02,392.36,352.83,261.89,417.08
2015-11-14,574.0666666666666,390.20666666666665,353.81333333333333,265.53666666666663,413.80333333333334
2015-11-15,577.1133333333333,388.05333333333334,354.7966666666666,269.18333333333334,410.52666666666664
2015-11-16,580.16,385.9,355.78,272.83,407.25
2015-11-17,578.88,382.3,352.81,272.76,404.9
2015-11-18,577.36,379.36,349.27,272.58,431.69
2015-11-19,571.44,380.2,350.44,280.28,428.69
2015-11-20,574.93,387.82,355.06,285.67,415.79
2015-11-21,573.0366666666666,388.43666666666667,355.9533333333333,284.78333333333336,420.23
2015-11-22,571.1433333333333,389.05333333333334,356.8466666666667,283.89666666666665,424.67
2015-11-23,569.25,389.67,357.74,283.01,429.11
2015-11-24,582.49,393.31,368.1,289.69,436.97
2015-11-25,589.44,389.74,370.9,290.74,435.5
2015-11-26,588.39,388.24,365.82,280.44,412.22
2015-11-27,579.44,389.61,369.98,276.47,412.49
2015-11-28,579.7033333333334,388.67,369.4433333333333,277.5466666666667,417.86
2015-11-29,579.9666666666667,387.73,368.9066666666667,278.62333333333333,423.23
2015-11-30,580.23,386.79,368.37,279.7,428.6
2015-12-01,581.0,385.3,361.36,277.07,427.46
2015-12-02,581.87,387.91,360.83,291.29,423.8
2015-12-03,573.03,387.47,360.91,296.42,416.99
2015-12-04,573.94,387.83,358.89,299.23,407.91
2015-12-05,575.3033333333334,388.1166666666667,359.59999999999997,296.48333333333335,407.80333333333334
2015-12-06,576.6666666666666,388.4033333333333,360.31,293.7366666666667,407.69666666666666
2015-12-07,578.03,388.69,361.02,290.99,407.59
2015-12-08,582.57,390.27,357.93,285.89,403.09
2015-12-09,583.74,390.75,356.44,311.53,419.65
2015-12-10,572.45,384.79,351.44,298.35,415.54
2015-12-11,569.09,379.97,345.3,313.8,429.39
2015-12-12,567.44,382.65000000000003,352.55333333333334,306.98333333333335,431.88666666666666
2015-12-13,565.79,385.33,359.8066666666667,300.1666666666667,434.3833333333333
2015-12-14,564.14,388.01,367.06,293.35,436.88
2015-12-15,574.1,388.99,374.0,290.44,439.78
2015-12-16,571.58,391.86,371.65,298.86,430.07
2015-12-17,585.83,398.8,370.54,294.4,423.54
2015-12-18,583.11,396.22,367.26,289.3,418.98
2015-12-19,582.04,396.3266666666667,363.65,288.7266666666667,421.18333333333334
2015-12-20,580.97,396.43333333333334,360.04,288.1533333333333,423.38666666666666
2015-12-21,579.9,396.54,356.43,287.58,425.59
2015-12-22,573.88,395.73,355.79,294.68,434.18
2015-12-23,583.5,389.83,354.12,295.08,439.09
2015-12-24,581.3,388.3,354.39,289.58,427.68
2015-12-25,579.38,385.7,355.8,305.86,429.03
2015-12-26,581.64,385.3933333333333,356.07666666666665,306.7033333333333,426.40999999999997
2015-12-27,583.9,385.08666666666664,356.35333333333335,307.5466666666667,423.79
2015-12-28,586.16,384.78,356.63,308.39,421.17
2015-12-29,585.74,389.5,348.06,294.97,419.13
2015-12-30,571.34,391.13,350.25,288.97,408.81
2015-12-31,571.22,387.8,355.94,301.18,417.41
2016-01-01,580.85,386.46,367.7,290.17,422.68
2016-01-02,578.6766666666667,386.16999999999996,367.28666666666663,286.35333333333335,422.29333333333335
2016-01-03,576.5033333333333,385.88,366.87333333333333,282.5366666666667,421.90666666666664
2016-01-04,574.33,385.59,366.46,278.72,421.52
2016-01-05,580.04,394.33,362.83,280.54,410.13
2016-01-06,581.73,394.86,363.34,285.64,422.97
2016-01-07,581.18,387.41,364.47,283.71,421.19
2016-01-08,588.58,379.33,364.29,282.98,431.45
2016-01-09,587.1666666666667,379.4633333333333,361.97333333333336,288.2166666666667,435.15
2016-01-10,585.7533333333333,379.5966666666667,359.65666666666664,293.4533333333333,438.85
2016-01-11,584.34,379.73,357.34,298.69,442.55
2016-01-12,584.22,379.4,357.5,296.46,464.64
2016-01-13,582.89,389.85,347.6,313.12,452.44
2016-01-14,583.56,387.26,347.91,317.84,454.17
2016-01-15,591.58,385.58,359.27,317.07,449.41
2016-01-16,587.96,387.4866666666667,359.1166666666667,315.0933333333333,448.81333333333333
2016-01-17,584.34,389.3933333333333,358.9633333333333,313.1166666666667,448.2166666666667
2016-01-18,580.72,391.3,358.81,311.14,447.62
2016-01-19,577.07,389.65,354.09,294.71,424.85
2016-01-20,570.59,387.69,351.19,289.88,442.75
2016-01-21,581.58,380.4,354.83,296.12,434.58
2016-01-22,581.82,380.57,361.72,300.52,431.99
2016-01-23,580.0566666666667,379.68,365.6066666666667,294.65,434.31
2016-01-24,578.2933333333333,378.78999999999996,369.49333333333334,288.78000000000003,436.63
2016-01-25,576.53,377.9,373.38,282.91,438.95
2016-01-26,587.02,380.06,371.85,271.66,438.26
2016-01-27,584.32,383.27,363.94,269.2,444.65
2016-01-28,582.63,381.55,362.51,268.3,438.57
2016-01-29,579.75,381.87,361.38,291.99,435.98
2016-01-30,579.3766666666667,383.42333333333335,360.08,291.42333333333335,439.38
2016-01-31,579.0033333333333,384.97666666666663,358.78000000000003,290.8566666666667,442.78000000000003
2016-02-01,578.63,386.53,357.48,290.29,446.18
2016-02-02,578.82,377.87,348.73,281.08,447.76
2016-02-03,583.27,373.29,349.67,277.7,447.6
2016-02-04,592.79,373.44,353.96,294.11,469.0
2016-02-05,587.93,375.75,356.85,293.2,454.68
2016-02-06,586.1166666666667,377.79,356.2966666666667,292.04,451.87333333333333
2016-02-07,584.3033333333333,379.83,355.74333333333334,290.88,449.06666666666666
2016-02-08,582.49,381.87,355.19,289.72,446.26
2016-02-09,578.25,382.45,352.43,297.79,429.85
2016-02-10,589.57,376.24,351.71,302.08,435.34
2016-02-11,587.68,385.63,360.4,305.39,433.67
2016-02-12,592.92,387.68,362.04,314.1,430.55
2016-02-13,592.6999999999999,385.89666666666665,361.3,311.12333333333333,430.62333333333333
2016-02-14,592.48,384.11333333333334,360.56,308.1466666666667,430.69666666666666
2016-02-15,592.26,382.33,359.82,305.17,430.77
2016-02-16,582.85,383.76,347.46,287.44,432.82
2016-02-17,583.96,395.52,355.38,302.9,439.83
2016-02-18,583.81,393.4,355.67,300.06,443.99
2016-02-19,570.23,388.87,357.07,306.79,446.67
2016-02-20,564.6833333333334,387.55,361.4533333333333,309.31666666666666,444.77333333333337
2016-02-21,559.1366666666667,386.23,365.8366666666667,311.84333333333336,442.87666666666667
2016-02-22,553.59,384.91,370.22,314.37,440.98
2016-02-23,584.99,384.81,370.64,309.61,434.98
2016-02-24,589.96,381.37,367.55,311.03,433.19
2016-02-25,578.19,379.38,368.35,308.11,448.11
2016-02-26,586.59,380.3,361.7,306.51,456.67
2016-02-27,587.9766666666667,382.46333333333337,361.65666666666664,307.2,454.56
2016-02-28,589.3633333333333,384.62666666666667,361.61333333333334,307.89,452.45
2016-02-29,590.75,386.79,361.57,308.58,450.34
2016-03-01,589.97,383.21,368.52,305.99,446.44
2016-03-02,582.53,383.47,374.37,305.54,442.79
2016-03-03,592.18,386.09,379.28,300.95,450.65
2016-03-04,594.44,389.9,373.81,291.39,461.74
2016-03-05,593.1433333333333,390.72999999999996,368.79,286.53,472.05
2016-03-06,591.8466666666667,391.56,363.77,281.67,482.36
2016-03-07,590.55,392.39,358.75,276.81,492.67
2016-03-08,575.83,391.33,351.09,296.58,468.35
2016-03-09,578.71,381.48,341.54,298.73,452.98
2016-03-10,577.68,378.93,348.99,298.35,444.38
2016-03-11,575.0,381.45,357.08,299.52,436.57
2016-03-12,574.5,380.5833333333333,362.17333333333335,298.43666666666667,439.3566666666667
2016-03-13,574.0,379.7166666666667,367.26666666666665,297.3533333333333,442.1433333333333
2016-03-14,573.5,378.85,372.36,296.27,444.93
2016-03-15,578.72,383.16,369.69,293.07,435.7
2016-03-16,584.61,381.9,364.22,290.32,442.77
2016-03-17,588.69,378.01,367.85,308.6,422.16
2016-03-18,591.78,377.39,367.44,305.61,424.18
2016-03-19,590.68,375.3433333333333,368.02,308.0,423.13666666666666
2016-03-20,589.58,373.2966666666667,368.6,310.39,422.09333333333336
2016-03-21,588.48,371.25,369.18,312.78,421.05
2016-03-22,584.41,368.29,370.81,312.87,429.9
2016-03-23,581.89,382.76,362.66,293.45,447.23
2016-03-24,576.34,380.73,356.18,279.64,449.84
2016-03-25,580.98,383.71,366.69,290.06,459.17
